SID,label,sentence
4073,1.6,Mitochondrion : Energy is provided there for cell function .
4074,-2.0,"Stop stealing iPods , buy your own , READ the manual ..."
4075,-2.8,And it 's cheap ! ! ! !
4076,0.0,"The question , itself makes you sound like one ."
4077,-1.8,Do n't sneeze or cough ; )
4078,-2.8,AT THE BEACH .
4079,0.8,In what context ?
4080,-1.0,a large coolwhip dish should do the same
4081,-1.0,Chocolate because chocolate is my favorite flavor .
4082,1.2,Asteroids with a diameter of less than 50 m are called meteoroids .
4083,-0.8,You will love these things trust me .
4084,1.2,Due to fuel costs increase .
4085,-0.4,"I sympathize , because dogs always want to eat what everyone ELSE has ."
4086,0.666666666667,It can be created on hair that is `` day old '' or older .
4087,1.8,These decks will contain what will be banned or restricted .
4088,1.6,"If these crystals get too big they irritate and tear , allowing for infections ."
4089,0.25,Published in the Dayton Daily News on 1/9/2006 .
4090,0.4,You need to get past the black widows to get to Boone .
4091,0.4,You can use a towel to trap the steam if you wish .
4092,-2.2,during the argument probably .
4093,0.25,"In the Cherokee Nation , women were warriors ."
4094,-1.0,at 7:00 am ... i ' ll be here till then ...
4095,-0.4,"we know the how to something , rarely the why ."
4096,-2.0,get checked out .
4097,-1.2,Al Shiton and Assee Jackson are racists and anti - semites .
4098,-1.8,it depends on what you consider sexy
4099,-2.6,And I do n't kiss girls .
4100,-0.6,Its a catch 22 question .
4101,-1.4,You makes you feel so special when you ' re around her ?
4102,0.8,Who told you that apes and humans have a common ancestor ?
4103,-2.6,it would be so awesome : p
4104,0.0,But it 's very powerful and has lots of stamina .
4105,0.4,Have you searched on Yahoo Groups ?
4106,-2.4,"Hey girl , it 's Cricket ."
4107,-2.5,"======================= David , You are a Christian ."
4108,-0.2,it sounds like you may have sprained the groin area .
4109,0.0,Sorry I ca n't be of more help
4110,-0.6,You just need to look for these ports .
4111,-1.8,yes they should be
4112,1.0,A medical or pharmaceutical researcher .
4113,-0.2,* To be or not to be ?
4114,0.2,Wicca has a very serious problem of intellectual haves and have nots .
4115,-2.4,"Wicked Game , Chris Issak 80 ."
4116,-1.4,www.ebaumsworld.com < -- they have celebrity sound boards and work great on telemarketers .
4117,-0.6,Try a shoe insert .
4118,-1.6,just to complement : bahia has 220v too .
4119,2.0,This ensures that a student 's mathematically expected gain from random guessing is zero .
4120,0.6,The universe is a figment of its own imagination .
4121,-2.0,Most guys do n't like Cena because most are jealous because women like him .
4122,-0.6,"in hiduism , there is millions of gods , lots of sects and castes ."
4123,-2.2,that would be ice cold lemon tea
4124,-1.6,In the history of ANTM ... i announce that for once on this show .
4125,-2.6,tell her parents .
4126,-1.8,They ' ll accept smaller pieces and eat less if it 's rich .
4127,-1.8,"no , your nails grow faster"
4128,-1.2,The kids now do n't learn about Christmas and the true meaning in school .
4129,0.0,There are two different ways to SPELL a word .
4130,0.4,He will be with you ; he will not leave you or forsake you .
4131,-1.6,"john bonham However , Neil Peart is better than both !"
4132,0.8,Otherwise the high pressure pushes up against the low .
4133,-2.2,Well u r indirectly asking ... .
4134,-0.4,some roads in germany do n't have speed limits .
4135,-1.0,"I ' ll Be There , Escape Club 66 ."
4136,-1.2,I had the same problem .
4137,-0.6,Anything is too much
4138,-3.0,Then leave her alone cuz she 's a terrible friend !
4139,-2.6,were n't looking for anything serious and that 's why .
4140,-1.2,Nor do you need to hire one .
4141,0.4,As stated she is in heat .
4142,-2.0,Unless you have something real to talk about ... do n't call too much .
4143,-0.2,Are you adding the Dining Plan ?
4144,0.6,Only Al Gore would argue such a ridiculous notion .
4145,-2.8,DO N'T ASK FOR THE NEGATIVES BUT .
4146,-1.6,cost to you should be minimal
4147,-1.4,"We ' re virtual hands , but we count ."
4148,-2.6,See what I mean .
4149,0.6,What kind of partner does she have ?
4150,-0.8,You have to sell things DIRT CHEAP to sell them that fast .
4151,1.6,It had a chief and a council who made decisions for the Cherokee Nation .
4152,2.0,"With his opponent now visible , Yamcha uses his Rogafufuken and quickly dispatches him ."
4153,0.0,Send this page to a friend .
4154,-0.8,leaving a good impression on a new teacher is NEVER a bad thing .
4155,-2.0,Understandable ... but I wo n't marry for money .
4156,-2.4,"in fact , i ' m gon na listen to that one again ."
4157,-0.4,stay away from steroids .
4158,-2.6,I do n't know but U might find the info from www.rareseeds.com or from Richters.com
4159,1.2,The problem is often poor conservation practices .
4160,-1.0,You can not attain divinity because you are stupid .
4161,-0.2,I would suggest you study this stuff and try again .
4162,0.0,"Put simply , `` Love is Law , Law is Love . ''"
4163,-1.0,I forgot about that one !
4164,1.0,Health Screening/Testing Services hst Are your executives physically fit for long - term performance ?
4165,-2.2,and have four dogs .
4166,-1.2,"Mostly , just enjoy the site , ask and answer questions ."
4167,-1.8,she is so cool .
4168,-2.4,strong gams are beautiful !
4169,0.2,"Lady Madonna , children at your feet ."
4170,-3.0,you are 15 dude .
4171,-1.6,VERY WELL PUT ! ! ! !
4172,-2.4,Hang in there !
4173,-1.5,"and remember , ALWAYS ALWAYS use condoms ."
4174,-0.8,Make her clean it up and fix or replace everything
4175,-1.0,Go to : http://www.shop.bt.com/content/ebiz/btshop/images/bt_userguide.gif
4176,-0.6,It 's expensive but worth every penny .
4177,-2.4,dude get your facts straight I ' m a fornicator not a homo
4178,-1.8,Now its time to grind .
4179,0.8,I like the way I look and so do a lot of others .
4180,-1.2,They have such nice complexions ! !
4181,-1.2,all i know about clam chowder is from the simpsons .
4182,1.0,"When dried , the spice keeps for long periods of time ."
4183,0.4,The only way your loved one lives on is in your memories .
4184,-1.0,I ' m not saying to go out and get revenge but stand your ground .
4185,-2.6,R U serious?anyone can have or get HIV ! ! ! ! ! ! ! ! ! ! !
4186,-0.6,There are 2 reasons for dogs to snort gravel .
4187,0.2,Homes : Each family had two homes .
4188,-2.0,You will REALLY save lots of money then .
4189,-1.6,it 's not the end of the world ... it 's hard at times .
4190,-2.5,Nobody noticed the FLAGS ! ! !
4191,0.2,06/23/65 - Murders Lonnie Trumbull and seriously injuresroommate Lisa Wick in their Seattle apartment .
4192,1.8,"Having been erased , The document you ' re seeking must now be retyped ."
4193,1.2,There are side effects and health risks with any medication .
4194,-2.25,Once in a while .
4195,-1.8,Tell yourself ( very powerful ! ! )
4196,-1.25,important ; font - style : normal !
4197,-2.2,i eat and drink ( not alcohol ! ! ! )
4198,1.0,A year round water supply is very beneficial .
4199,0.5,Durga pandal in New Delhi .
4200,-2.5,ummm his bizzy goin out with me lol
4201,1.8,Multicellular organisms then appeared and colonized benthic zones .
4202,-0.8,Use Numsit - a teething pain reliever for babies .
4203,-0.4,"However , it 's still possible ."
4204,0.0,"Its just like a curling iron , The effects only last so long ."
4205,-1.0,"All the rest have 31 , except February the lonely one ."
4206,-1.8,These are all great ! ! ! !
4207,-1.0,yeah that 's part of it .
4208,-0.666666666667,10 ) As a kind person 11 ) A 1992 Chevy Cavalier
4209,-1.6,still have some time to grow up .
4210,-1.2,"It is n't just an American thing , I can assure you ."
4211,0.0,Internet is a rich source of music too .
4212,-0.8,What do you love about her ?
4213,0.0,Canine Parvovirus ( `` Parvo '' ) is a viral disease of dogs .
4214,-1.0,So thanks all the way around !
4215,0.0,Have sex three times a week .
4216,0.4,I also suggest that you get a business plan going .
4217,-1.0,bass are ambush experts .
4218,-1.4,"River Street would be a good start , or maybe one of the nightclubs ."
4219,-0.8,"No , I ' m not saying that to be snarky or cruel ."
4220,-1.4,Feather canyons everywhere .
4221,0.4,Your reward will be in heaven .
4222,-2.8,you wo n't get deleted !
4223,-1.0,and speak from the heart .
4224,2.6,The case of Stephanie proves how ineffable charisma and crowd appeal really are .
4225,-1.4,"unless your in a lease , AND the the lease states such a responsibility ."
4226,-2.2,she sed she could n't afford to pull them out
4227,2.4,Strains of HIV resistant to all available protease inhibitors have appeared .
4228,-1.2,Nothing is like steroids but steroids .
4229,-0.6,it is a diffulcult world at times .
4230,0.8,Use a mixture of cayenne pepper powder and water .
4231,1.0,This means that you end up putting 18.72 ml of pure NaCl in .
4232,-0.4,"Also , taking a multivitamin will definitely help ."
4233,0.4,We begin to feel bored .
4234,0.4,I 'm from Norway as well .
4235,-2.4,saying something stupid ... .
4236,-2.25,Avril Lavigne and eminem
4237,-2.0,go to a doctor .
4238,-2.6,TELL HIM YOU LOVE HIM ! ! ! ! !
4239,-2.2,They have 8 eyes to blink and no eyelids !
4240,-0.4,"If you hate yoga then try aikido , judo or another martial art ."
4241,-1.2,with my first pregnancy it popped up positive the minute i took it !
4242,0.4,Give a flea/tick treatment twice a year .
4243,-0.2,You are not crazy .
4244,2.0,"For more than two decades after , the house on Ridge Avenue remained empty ."
4245,0.8,I do indeed feel we are sleepwalking toward another conflict .
4246,-2.6,U hv four options to do this .
4247,-1.2,This is a very fun site -- you just play their lottery .
4248,-1.4,There is one on windows !
4249,1.2,The green leaf eventually turns brown and decays .
4250,0.2,God Bless and Good luck
4251,-0.6,Uncheck the program .
4252,-1.4,Yes and if i ' m right it is out but very very exclusive
4253,0.2,If your strength fails you then fall back on your faith .
4254,-0.4,Although there is not much evidence of women doing it until more recent history .
4255,0.4,When can I take a pregnancy test ?
4256,-2.0,i ' ll remind u
4257,-1.8,I hope my kids are that motivated in 9th grade .
4258,0.6,What ARE your interests ?
4259,-0.6,I am guessing its a pump or semi - auto .
4260,-1.8,Her bag is her responsobility really .
4261,0.25,`` Music Minus One '' How do you get a cellist to play fortissimo ?
4262,2.0,She is so intelligent and her integrity and ethical standards are impeccable .
4263,0.8,There you will see all your questions listed .
4264,-1.0,Do the two of you want to spend the rest of your lives together ?
4265,-2.4,========================== CDistract the Cops !
4266,-1.4,YOu need to get back in top shape again ... that 's why .
4267,-2.4,it takes two !
4268,0.0,"For a few seconds , this place was Armageddon !"
4269,-0.8,"* When the night comes , look at the sky ."
4270,-2.4,"Us grey people do n't know the purpose of life , like most humans ."
4271,0.4,Do you mean consensual ?
4272,1.2,The bankrupted semesters must be consecutive .
4273,-1.75,You can make them be friend .
4274,0.8,When in powder form technetium will burn in oxygen .
4275,0.0,My son at the moment knows that bad attention is the best .
4276,-2.6,ya ' ll give me your wallet .
4277,0.8,The Egyptians are close behind us .
4278,-1.0,Does `` hit the woman '' mean `` drink the woman ? ''
4279,-0.6,"It 's not the best tasting stuff , but I still eat it ."
4280,-0.6,Dump into a bowl .
4281,-2.0,Not big church wedding .
4282,0.2,They were not religious liberals and bold adventurers as many believe .
4283,-1.8,[ in ladies ' room ] Gail : I read it in Cosmopolitan .
4284,-1.8,Go play The Sims .
4285,0.6,Hume disputes it .
4286,-1.0,then maybe she just does not want to .
4287,-2.2,they will pay him that 's how the cookie crumbles !
4288,-2.4,"lol , it 's that darn vacuum seal !"
4289,-1.6,I love NJ too .
4290,1.8,The above statements are my opinion based on education .
4291,-0.6,"No you are praying to God , he is listening all the time ."
4292,-2.8,"that would be pretty cheesy , and cheap ."
4293,-0.6,"Now do the same thing at the point ( -3,0 ) ."
4294,-0.8,simply scroll up once you submit your answer and the page return .
4295,-0.6,Quite bad really .
4296,-1.8,That was pretty good .
4297,-2.0,you not supposed to shave your legs .
4298,-0.4,Chicken bones wo n't go down the drain .
4299,-1.0,You can have unlimited ppl in voice conference .
4300,0.6,How does it affect dogs ?
4301,0.0,"For further advantages , check out the article below ."
4302,-1.2,* Take showers instead of tub baths .
4303,-3.0,leprechauns ... coz they are uglier ...
